hate_speech,offensive_language,neither,clean_tweet,,,
0,1,0,say my fuccn name hoe,,,
0,1,0,say my fucking name hoe,,,
0,1,0,say what ya want but if i m single and i have the opportunity to have a dick in my ass and pussy at the same time i ma take it,,,
0,1,0,say what you want about but that bitch has pipes,,,
0,1,0,say you love that bitch so much i ll kill yo ass in front of her,,,
0,1,0,say you love that bitch so much i ll kill you right in front of her,,,
0,1,0,saya natsukawa gets her pussy fucked and licked by two horny 160 japaneses,,,
1,0,0,scandal a negro bed wench s fairy tale and propaganda via a must see for hebrew daughters of zion,,,
0,1,0,scary bitches on twitter never the nigga the have a crush on always on some oomf shit,,,
0,0,1,school schoo scho sch sc s st sta stay stay h stay ho stay hom stay home,,,
0,1,0,school ghetto as fuck,,,
0,1,0,school sucks more dick than the hoes who attend it,,,
0,1,0,scientists have recently discovered that bitches do in fact be trippin,,,
0,0,1,scott brooks finds new ways to flip me the bird each game i know it s the right move but idontcare kdstreak imsad,,,
0,1,0,scott told me at work today he wants to come over to get me drunk and then seduce my girlfriend 128299 128298 i ll kill you bitch 128545,,,
0,1,0,scrappy got the hoes 128056 9749 65039 it s 3 of em on stage i wonder how many in the audience,,,
0,1,0,scrappy mom run all his bitches away,,,
0,1,0,screaming like a lil bitch 128514,,,
0,1,0,screaming money over hoes nigga you ain t fuck shit,,,
0,1,0,sean kingston look like a facebook dyke,,,
0,1,0,search the terms obama and twinkie and get a bunch of people rehashing the same handful of jokes while having no idea why hostess failed,,,
0,1,0,seaside smell like stank ass pussy bruh 128514 128514,,,
1,0,0,seattle mayoral election this year a choice between a bunch of women non whites and faggots fag lovers,,,
0,0,1,sebastian is high on cat nip rn,,,
0,1,0,second time these gentrified bitches got on my nerves this morning,,,
0,1,0,secondary playing like hoes,,,
0,1,0,seconds from the end what s it gonna be pull the trigger bitch,,,
0,1,0,seconds from the end what s it gonna be pull the trigger bitch,,,
0,1,0,see 128064 ima stop 10060 128282 getting on this here twitter arguing with you hoes 128078 128078 stupidity is a trait that i 9757 65039 dont not fuck with 128680 128679,,,
0,1,0,see bitches ruin sports kobe don t play no damn football either you was looking to be mentioned for stupidity or ya momma a hoe or both,,,
0,0,1,see me ride out of that sunset on your colored tv screen tnt acdc,,,
0,1,0,see my nig today somebody who understands the music like me,,,
0,1,0,see niggas they be mad and all these hoes go 128584,,,
0,0,1,see the jumbotron that 8217 s where the jig is,,,
0,1,0,see two of his bitches in the cluuuuub 8220 tonyhilfiger what he do for a living,,,
0,1,0,see when you paid them bitches pay attention but when you broke you never mentioned so fuck em and keep it strictly pimpin,,,
0,1,0,see why these pussies need their guns,,,
0,1,0,see you fags in 8 hours,,,
0,1,0,see you on the tron side bitches,,,
1,0,0,see gt its a fine line gt killing faggots doesn t change the source of their creation which is stupid people overbreeding gt period gt,,,
0,1,0,see he already know he a faggot lmao,,,
0,0,1,seeing another baseball team just makes me wanna book my trip right now,,,
0,1,0,seeing elder queer couples marry really is emotional they get to live their final years with equality and with dignity,,,
0,1,0,seeing so many basic bitches rn,,,
1,0,0,seeing ugly bitches get pregnant let s me know that nigga swill fuck anything with a pussy alcohol is no longer the excuse you was pressed,,,
1,0,0,seem like da colored folk be gettin in da way lately i just sayin,,,
0,1,0,seen glo eat a twat on stage watching that shit and get eaten in the middle of a populated concourse if i ain t mistaken,,,
0,1,0,seen it all before bitch got a man but she scheming on the low 128564,,,
0,1,0,seen niccas come up i seen niccas fall,,,
0,0,1,selling ex lax brownies in front of meijer to pregnant women gooddeed,,,
1,0,0,senator is an anchor baby go back from where you came natural born canadian,,,
0,1,0,send me an emojii and i ll tweet why your a pussy,,,
0,1,0,send that bitch a smiley face bitches love smiley faces,,,
0,1,0,sendin the link to wishy washy to my old hoes,,,
0,1,0,senior privileges bitch,,,
0,0,1,sent ideas in to voem they only seem to wanna hold testing drills in nice weather we need to run mock incidents in bad weather night,,,
0,0,1,serious question here how many country songs mention honkey tonk s,,,
0,1,0,serious question what do white boys pull up on bitches bumpin,,,
0,1,0,seriously if you re living at someone s place for free the least you could do is help keep it clean ratchet lazy hoe,,,
0,0,1,seriously reading thriller like books spook me more than most horror movies bookgeek,,,
0,1,0,seriously retarded is a really funny word,,,
0,1,0,sesh with my n words say it like a white kid yes my kush is betta than yours u are a whore so please kill yo self fool bitch ass,,,
0,1,0,sessy s a bitch but is a real homie unlike gabby,,,
0,1,0,seven digits niggas two commas hoe,,,
0,0,1,sewing is also a requirement to be an isis jihadi girl keep the men s clothes presentable isisfeminism,,,
0,1,0,sex should be a reward in a relationship nigga has never done anything for you whatsoever yet you still give him the pussy smh,,,
0,1,0,sex with whoever i want whenever i want nah my girl give me good pussy all the time,,,
0,1,0,sexy japanese slut fingers and toys her pussy on the steps squirting her juice all 160 over,,,
0,1,0,sexy ass yellow bone,,,
0,1,0,sexy bitch lame nigguh,,,
0,1,0,sgp still in bitches dms,,,
0,1,0,sh t rt if k michelle was apart of baltimore twitter she d be one of them hoes saying she s celibate smh,,,
0,0,1,shades of eric chavez s past gold glove yankees oakland,,,
0,1,0,shantrell tryna fight bitches in da clinic n shut 128514 128514 she wanna wait til uh bitch sick to try to bump 128514 128514 128128,,,
0,1,0,shara fuck you in ya pussy you know what i meant mf,,,
0,1,0,sharkeisha isn t dead you re all retarded lop,,,
0,1,0,shaved pussy ho gets serious anal sex 160 here,,,
0,1,0,shawty pussy wet the dope drippn wet 128166,,,
0,0,1,she may be dumb as a stump but even sarah mocks obama,,,
0,1,0,she a bad bitch period but she didn t have to get these big ass implants 128514 fucc,,,
0,1,0,she a bird for that shit was disrespectful then ran outside n left her man to get bossed on,,,
0,1,0,she a dirty bitch and i dotn have a doubt,,,
0,1,0,she a dyke if one side of her head is faded out,,,
0,1,0,she a hoe cause your boyfriend want her she scary cause she dont talk shit like y all she ugly cause you don t like her grow up,,,
0,1,0,she a true boss bitch i respect her,,,
0,1,0,she actin b00gie around u cuz she used to them things u cant supply fuckin wit mee cuz mr he ain t shit be the first to take a niqqa bitch,,,
0,1,0,she actin like a hoe i dont want her id rather just smoke my marijuana,,,
0,1,0,she be on some real shit n stay on some chill shit besides all my niccas the only one i can chill wit,,,
0,1,0,she be thinking she throwing that pussy back so good and all she doing is throwing ya nut process off,,,
0,1,0,she been a hoe all summer but soon as the fall weather hit she ll probably forget about all that and be a good girl again that s the cycle,,,
0,1,0,she bet not put me on her gram i got bitches on the gram,,,
0,1,0,she bitch goddess thinks she owns new york wait lameapocalypses,,,
0,1,0,she burned that bitch,,,
0,1,0,she cares tho appreciate her lol rt a trolling bitch is a lonely bitch,,,
0,1,0,she come to visit and the pussy too good she gotta move to the city within 3 months after yall first fuck or it ain t gon work,,,
0,1,0,she don t get emojis until after i bag emojis are pussy shit,,,
0,1,0,she dont wanna fuck me she wanna fuck my wrist tell her like young dro fuck dat bitch,,,
0,1,0,she even had a hoe name,,,
0,1,0,she feelin a young niggah,,,
0,1,0,she fuck with me cause i ain t no bitch,,,
0,1,0,she fuckin wit a young niggah,,,
0,1,0,she get a bunch of money spend it all on drugs mobbin with her bitches never fall in love 128128 128168 128139,,,
0,1,0,she give away that pussy like loose change,,,
0,1,0,she gon look over these bitches like terms and conditions,,,
0,1,0,she gonna pop that pussy for a real niggaa,,,
0,1,0,she got arrested for domestic violence against him ugh bitch,,,
0,1,0,she got ass this bitch got hips this bitch got thighs this bitch here fine this bitch here bad she all the way live,,,
1,0,0,she got every niggah lookin like dam,,,
0,1,0,she got me like fuck that bitch,,,
0,0,1,she has zebra tights in her take home bag me and my mom are just 128525,,,
0,1,0,she in the mall she balling bitch buy something for me,,,
0,1,0,she is not a whore she a ho,,,
0,1,0,she just wanna run around the city and make memories that she can barely remember and i d allow her talk about pussy power,,,
0,1,0,she just want her pussy ate she ain t gon text u back afterwards rt who wants to hang out 128069,,,
0,1,0,she kept whispering in my ear jasmin you are so damn fine i said bitch jasmin is over there,,,
0,1,0,she know my ex bitch she think she got next she fucced a gang of niggas threw that pussy off dec,,,
0,1,0,she know that im that niggah,,,
0,1,0,she like bitch you know i got next yasss,,,
0,1,0,she like to argue so i sent dat bitch to law school,,,
0,1,0,she make me wanna take things slow but i can t even trust a hoe,,,
0,1,0,she must not know i got over 3 000 followers breh this bitch gotta get the fuck up outta this vip section dawg she decreasing my value,,,
0,1,0,she reps that o13 yeah only the baddest of bitches 1x,,,
0,1,0,she said aye whass hannin lil bitch lol,,,
0,1,0,she said pop can u make it rain i said bitch i m a water bearer i bring da flood i ll make you drown,,,
0,1,0,she said she don t like the fact that i smoke cigarettes well sorry mrs ladybitch i don t like the fact that you re a hoe,,,
0,1,0,she said to bring a bitch of mine 128514 done 128514 128514 128514,,,
0,1,0,she say her pussy hairy i wana see 128047 128064 128064 128064 128064,,,
0,1,0,she say she can do that same thing as 5 bitches,,,
0,1,0,she say she want a nigga like me but that bitch mad cause she can t be my wifey,,,
0,1,0,she say that she was married well so is me she say her pussy hairy 128570 128570 i wanna see 128574 128064,,,
0,1,0,she says i act different she thinks that its them bad bitches naw babe its just you and the thought of you being my misses,,,
0,1,0,she sent me one back but i ain t even read it cause pussys only pussy and i get it when i need it,,,
0,1,0,she sharing her hoe she know though at least i hope she do lmao,,,
0,0,1,she sounded like a bird crowing,,,
0,1,0,she suckin on my dick cuz i m a pretty bitch,,,
0,1,0,she talkin shit that bitch look like a linebacker messinwithsasquach,,,
0,1,0,she the reason i m quick to dip out on a bitch,,,
0,1,0,she think she bad but my bitch meaner,,,
0,1,0,she threw that pussy in a circle i wanted her to throw it in a pentagon tho,,,
0,1,0,she told me that she love me i looked at and said bitch stop,,,
0,1,0,she told me trust no bitches 128581 and watch yo homies 128530 128064,,,
0,0,1,she trash tho,,,
0,1,0,she tried to get you to rob the wop but now the bitch in critical,,,
0,0,1,she unfollowed me after i said i cried watching dawn of the apes lmaooooooo,,,
0,1,0,she used to fuck wit a ap too shortsaid he know that bitch from way back,,,
0,1,0,she wanna talk shit but then have a friendship fuck you bitch and i hope u offended,,,
0,1,0,she was like ima need you to write a statement bitch write yourself a diet it s always the old people trying to snitch bitch,,,
0,1,0,she wonder why im into her when all these hoes be into me,,,
0,1,0,she 8217 s the key to world peace rt hippo is such a pussy magnet gawd,,,
0,1,0,she s a dumb bitch should ve just said no extra shit unnecessary 8220 jazzybo lol relationship goals,,,
0,1,0,she s aint being a bitch she s just tired of your bullshit her attitude towards you is based upon how you treat her,,,
0,0,1,she s definitely a kardashian bird rt,,,
0,0,1,she s just mad cuz her big toe looks like an angry bird haha,,,
0,0,1,sheehey back door cuts still go un guarded iu hoosierhoops hoosiers,,,
1,0,0,sheeple just like 128073 oh those racist sexist teabaggers who just elected these two old white men,,,
0,1,0,shiiiit holmes drops you a couple extra dollars on that hoe get her a brazilian gotsta spend money to make money,,,
0,1,0,shine on them hoes,,,
0,1,0,shine on them hoes let em know that you run shit,,,
0,1,0,shine on them hoes let em know you run shit,,,
0,1,0,shirley temple was a bad bitch when she was my age as well,,,
0,1,0,shit i have stalkers and obsessed bitches and crazy ex bitches after me my life is wonderful,,,
0,1,0,shit is fucking retarded no one wants to see this shit,,,
0,1,0,shit is trash,,,
0,1,0,shit that seth says it s fatter than my cunt,,,
0,1,0,shit where the gay bitches at come be witcha girl tonight 128527 128069 128166 128523,,,
0,1,0,shittin on all my old hoes,,,
0,1,0,shoot dat nigga n his shordy bitch,,,
